Ref_Date,GEO,EST,Vector,Coordinate,Value
1981,Alberta,Colonies,v47867,9.2,170000
1982,Alberta,Colonies,v47867,9.2,174000
1983,Alberta,Colonies,v47867,9.2,172000
1984,Alberta,Colonies,v47867,9.2,180000
1985,Alberta,Colonies,v47867,9.2,181000
1986,Alberta,Colonies,v47867,9.2,190000
1987,Alberta,Colonies,v47867,9.2,193000
1988,Alberta,Colonies,v47867,9.2,150000
1989,Alberta,Colonies,v47867,9.2,143500
1990,Alberta,Colonies,v47867,9.2,152000
1991,Alberta,Colonies,v47867,9.2,147000
1992,Alberta,Colonies,v47867,9.2,148000
1993,Alberta,Colonies,v47867,9.2,148000
1994,Alberta,Colonies,v47867,9.2,159000
1995,Alberta,Colonies,v47867,9.2,175000
1996,Alberta,Colonies,v47867,9.2,175000
1997,Alberta,Colonies,v47867,9.2,175000
1998,Alberta,Colonies,v47867,9.2,205000
1999,Alberta,Colonies,v47867,9.2,205000
2000,Alberta,Colonies,v47867,9.2,217000
2001,Alberta,Colonies,v47867,9.2,227000
2002,Alberta,Colonies,v47867,9.2,227000
2003,Alberta,Colonies,v47867,9.2,221000
2004,Alberta,Colonies,v47867,9.2,248000
2005,Alberta,Colonies,v47867,9.2,251000
2006,Alberta,Colonies,v47867,9.2,254000
2007,Alberta,Colonies,v47867,9.2,237000
2008,Alberta,Colonies,v47867,9.2,226000
2009,Alberta,Colonies,v47867,9.2,251000
2010,Alberta,Colonies,v47867,9.2,266000
2011,Alberta,Colonies,v47867,9.2,274600
2012,Alberta,Colonies,v47867,9.2,278400
2013,Alberta,Colonies,v47867,9.2,278100
2014,Alberta,Colonies,v47867,9.2,282900
2015,Alberta,Colonies,v47867,9.2,295000
1924,Alberta,Average yield per colony (pounds),v47877,9.3,0
1925,Alberta,Average yield per colony (pounds),v47877,9.3,56
1926,Alberta,Average yield per colony (pounds),v47877,9.3,84
1927,Alberta,Average yield per colony (pounds),v47877,9.3,87
1928,Alberta,Average yield per colony (pounds),v47877,9.3,81
1929,Alberta,Average yield per colony (pounds),v47877,9.3,114
1930,Alberta,Average yield per colony (pounds),v47877,9.3,222
1931,Alberta,Average yield per colony (pounds),v47877,9.3,166
1932,Alberta,Average yield per colony (pounds),v47877,9.3,96
1933,Alberta,Average yield per colony (pounds),v47877,9.3,172
1934,Alberta,Average yield per colony (pounds),v47877,9.3,160
1935,Alberta,Average yield per colony (pounds),v47877,9.3,84
1936,Alberta,Average yield per colony (pounds),v47877,9.3,152
1937,Alberta,Average yield per colony (pounds),v47877,9.3,157
1938,Alberta,Average yield per colony (pounds),v47877,9.3,159
1939,Alberta,Average yield per colony (pounds),v47877,9.3,121
1940,Alberta,Average yield per colony (pounds),v47877,9.3,101
1941,Alberta,Average yield per colony (pounds),v47877,9.3,130
1942,Alberta,Average yield per colony (pounds),v47877,9.3,91
1943,Alberta,Average yield per colony (pounds),v47877,9.3,89
1944,Alberta,Average yield per colony (pounds),v47877,9.3,90
1945,Alberta,Average yield per colony (pounds),v47877,9.3,95
1946,Alberta,Average yield per colony (pounds),v47877,9.3,86
1947,Alberta,Average yield per colony (pounds),v47877,9.3,84
1948,Alberta,Average yield per colony (pounds),v47877,9.3,125
1949,Alberta,Average yield per colony (pounds),v47877,9.3,106
1950,Alberta,Average yield per colony (pounds),v47877,9.3,99
1951,Alberta,Average yield per colony (pounds),v47877,9.3,118
1952,Alberta,Average yield per colony (pounds),v47877,9.3,142
1953,Alberta,Average yield per colony (pounds),v47877,9.3,124
1954,Alberta,Average yield per colony (pounds),v47877,9.3,78
1955,Alberta,Average yield per colony (pounds),v47877,9.3,131
1956,Alberta,Average yield per colony (pounds),v47877,9.3,98
1957,Alberta,Average yield per colony (pounds),v47877,9.3,134
1958,Alberta,Average yield per colony (pounds),v47877,9.3,165
1959,Alberta,Average yield per colony (pounds),v47877,9.3,94
1960,Alberta,Average yield per colony (pounds),v47877,9.3,138
1961,Alberta,Average yield per colony (pounds),v47877,9.3,160
1962,Alberta,Average yield per colony (pounds),v47877,9.3,105
1963,Alberta,Average yield per colony (pounds),v47877,9.3,162
1964,Alberta,Average yield per colony (pounds),v47877,9.3,117
1965,Alberta,Average yield per colony (pounds),v47877,9.3,176
1966,Alberta,Average yield per colony (pounds),v47877,9.3,116
1967,Alberta,Average yield per colony (pounds),v47877,9.3,145
1968,Alberta,Average yield per colony (pounds),v47877,9.3,93
1969,Alberta,Average yield per colony (pounds),v47877,9.3,169
1970,Alberta,Average yield per colony (pounds),v47877,9.3,184
1971,Alberta,Average yield per colony (pounds),v47877,9.3,196
1972,Alberta,Average yield per colony (pounds),v47877,9.3,155
1973,Alberta,Average yield per colony (pounds),v47877,9.3,149
1974,Alberta,Average yield per colony (pounds),v47877,9.3,115
1975,Alberta,Average yield per colony (pounds),v47877,9.3,88
1976,Alberta,Average yield per colony (pounds),v47877,9.3,128
1977,Alberta,Average yield per colony (pounds),v47877,9.3,130
1978,Alberta,Average yield per colony (pounds),v47877,9.3,125
1979,Alberta,Average yield per colony (pounds),v47877,9.3,151
1980,Alberta,Average yield per colony (pounds),v47877,9.3,142
1981,Alberta,Average yield per colony (pounds),v47877,9.3,136
1982,Alberta,Average yield per colony (pounds),v47877,9.3,104
1983,Alberta,Average yield per colony (pounds),v47877,9.3,146
1984,Alberta,Average yield per colony (pounds),v47877,9.3,154
1985,Alberta,Average yield per colony (pounds),v47877,9.3,102
1986,Alberta,Average yield per colony (pounds),v47877,9.3,126
1987,Alberta,Average yield per colony (pounds),v47877,9.3,132
1988,Alberta,Average yield per colony (pounds),v47877,9.3,153
1989,Alberta,Average yield per colony (pounds),v47877,9.3,120
1990,Alberta,Average yield per colony (pounds),v47877,9.3,153
1991,Alberta,Average yield per colony (pounds),v47877,9.3,143
1992,Alberta,Average yield per colony (pounds),v47877,9.3,156
1993,Alberta,Average yield per colony (pounds),v47877,9.3,160
1994,Alberta,Average yield per colony (pounds),v47877,9.3,195
1995,Alberta,Average yield per colony (pounds),v47877,9.3,122
1996,Alberta,Average yield per colony (pounds),v47877,9.3,116
1997,Alberta,Average yield per colony (pounds),v47877,9.3,135
1998,Alberta,Average yield per colony (pounds),v47877,9.3,187
1999,Alberta,Average yield per colony (pounds),v47877,9.3,121
2000,Alberta,Average yield per colony (pounds),v47877,9.3,108
2001,Alberta,Average yield per colony (pounds),v47877,9.3,118
2002,Alberta,Average yield per colony (pounds),v47877,9.3,131
2003,Alberta,Average yield per colony (pounds),v47877,9.3,126
2004,Alberta,Average yield per colony (pounds),v47877,9.3,135
2005,Alberta,Average yield per colony (pounds),v47877,9.3,127
1924,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,55
1925,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,115
1926,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,215
1927,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,300
1928,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,336
1929,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,522
1930,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,990
1931,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,915
1932,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,550
1933,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,1000
1934,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,1500
1935,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,1100
1936,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,1850
1937,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,2160
1938,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,2418
1939,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,2178
1940,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,2222
1941,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,3120
1942,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,2500
1943,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,3800
1944,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,5130
1945,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,6000
1946,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,6192
1947,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,6507
1948,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,10254
1949,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,5830
1950,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,4851
1951,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,4500
1952,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,4900
1953,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,3856
1954,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,2636
1955,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,4611
1956,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,4724
1957,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,6459
1958,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,7574
1959,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,5095
1960,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,7576
1961,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,9600
1962,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,6867
1963,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,11600
1964,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,9800
1965,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,20050
1966,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,13180
1967,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,17380
1968,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,10230
1969,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,20280
1970,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,20240
1971,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,22540
1972,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,20150
1973,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,21605
1974,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,17940
1975,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,13904
1976,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,20480
1977,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,21450
1978,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,20000
1979,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,22600
1980,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,22720
1981,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,23100
1982,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,18100
1983,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,25100
1984,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,27650
1985,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,18500
1986,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,23940
1987,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,25500
1988,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,23000
1989,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,17220
1990,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,23256
1991,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,21032
1992,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,23088
1993,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,23745
1994,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,31005
1995,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,21306
1996,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,20215
1997,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,23625
1998,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,38335
1999,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,24805
2000,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,24087
2001,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,26786
2002,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,29735
2003,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,27845
2004,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,33480
2005,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,31877
2006,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,46736
2007,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,28914
2008,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,25990
2009,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,29116
2010,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,34580
2011,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,34050
2012,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,38000
2013,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,33200
2014,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,35500
2015,Alberta,"Production of honey, total (pounds x 1,000)",v47887,9.4,42755
1924,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,14
1925,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,23
1926,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,37
1927,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,60
1928,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,67
1929,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,78
1930,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,99
1931,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,92
1932,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,44
1933,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,90
1934,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,150
1935,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,99
1936,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,166
1937,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,162
1938,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,169
1939,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,176
1940,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,244
1941,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,374
1942,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,362
1943,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,551
1944,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,770
1945,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,900
1946,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,991
1947,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1366
1948,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,2051
1949,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,583
1950,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,631
1951,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,540
1952,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,588
1953,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,540
1954,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,395
1955,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,738
1956,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,756
1957,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1033
1958,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1136
1959,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,764
1960,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1138
1961,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1328
1962,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,961
1963,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1740
1964,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1470
1965,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,3208
1966,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,2032
1967,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,2607
1968,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,1432
1969,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,2839
1970,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,2773
1971,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,4283
1972,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,6045
1973,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,9722
1974,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,7355
1975,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,5562
1976,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,7578
1977,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,9224
1978,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,10200
1979,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,12882
1980,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,13166
1981,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,14934
1982,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,11265
1983,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,15029
1984,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,13410
1985,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,10416
1986,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,14400
1987,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,10710
1988,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,9349
1989,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,8438
1990,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,13552
1991,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,12150
1992,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,13544
1993,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,16275
1994,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,21140
1995,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,17747
1996,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,25337
1997,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,26039
1998,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,34000
1999,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,20158
2000,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,19741
2001,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,27488
2002,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,58320
2003,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,56845
2004,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,50455
2005,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,31428
2006,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,46375
2007,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,29627
2008,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,37755
2009,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,48837
2010,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,56230
2011,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,59168
2012,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,68340
2013,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,72905
2014,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,79788
2015,Alberta,"Value of honey, total (dollars x 1,000)",v47897,9.5,93418
1924,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,14
1925,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,24
1926,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,38
1927,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,63
1928,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,70
1929,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,82
1930,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,104
1931,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,96
1932,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,46
1933,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,94
1934,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,155
1935,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,104
1936,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,174
1937,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,171
1938,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,178
1939,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,184
1940,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,253
1941,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,392
1942,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,378
1943,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,574
1944,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,805
1945,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,941
1946,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1030
1947,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1387
1948,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,2114
1949,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,614
1950,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,655
1951,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,569
1952,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,618
1953,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,563
1954,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,411
1955,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,769
1956,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,792
1957,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1081
1958,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1187
1959,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,799
1960,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1188
1961,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1393
1962,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1005
1963,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1818
1964,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1541
1965,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,3352
1966,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,2129
1967,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,2751
1968,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,1522
1969,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,3040
1970,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,2965
1971,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,4493
1972,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,6244
1973,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,9997
1974,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,7654
1975,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,5765
1976,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,7841
1977,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,9712
1978,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,10641
1979,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,13368
1980,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,13579
1981,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,15339
1982,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,11506
1983,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,15300
1984,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,13699
1985,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,10665
1986,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,14595
1987,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,11047
1988,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,9511
1989,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,8646
1990,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,13767
1991,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,12472
1992,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,13965
1993,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,16755
1994,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,21729
1995,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,18280
1996,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,25994
1997,Alberta,"Value of honey and wax (dollars x 1,000)",v47907,9.6,26688
1924,British Columbia,Beekeepers,v47858,10.1,2410
1925,British Columbia,Beekeepers,v47858,10.1,2430
1926,British Columbia,Beekeepers,v47858,10.1,2470
1927,British Columbia,Beekeepers,v47858,10.1,2640
1928,British Columbia,Beekeepers,v47858,10.1,2700
1929,British Columbia,Beekeepers,v47858,10.1,2750
1930,British Columbia,Beekeepers,v47858,10.1,2820
1931,British Columbia,Beekeepers,v47858,10.1,2940
1932,British Columbia,Beekeepers,v47858,10.1,2970
1933,British Columbia,Beekeepers,v47858,10.1,2820
1934,British Columbia,Beekeepers,v47858,10.1,3080
1935,British Columbia,Beekeepers,v47858,10.1,3130
1936,British Columbia,Beekeepers,v47858,10.1,3080
1937,British Columbia,Beekeepers,v47858,10.1,3080
1938,British Columbia,Beekeepers,v47858,10.1,3080
1939,British Columbia,Beekeepers,v47858,10.1,3070
1940,British Columbia,Beekeepers,v47858,10.1,3070
1941,British Columbia,Beekeepers,v47858,10.1,4000
1942,British Columbia,Beekeepers,v47858,10.1,3360
1943,British Columbia,Beekeepers,v47858,10.1,4020
1944,British Columbia,Beekeepers,v47858,10.1,4600
1945,British Columbia,Beekeepers,v47858,10.1,4370
1946,British Columbia,Beekeepers,v47858,10.1,2400
1947,British Columbia,Beekeepers,v47858,10.1,2500
1948,British Columbia,Beekeepers,v47858,10.1,2640
1949,British Columbia,Beekeepers,v47858,10.1,2000
1950,British Columbia,Beekeepers,v47858,10.1,2090
1951,British Columbia,Beekeepers,v47858,10.1,1980
1952,British Columbia,Beekeepers,v47858,10.1,1560
1953,British Columbia,Beekeepers,v47858,10.1,1500
1954,British Columbia,Beekeepers,v47858,10.1,1600
1955,British Columbia,Beekeepers,v47858,10.1,1910
